distance_km,bandwidth_MBps,server_load,cache_hit_ratio,cpu_utilization,ram_utilization,request_size_MB,storage_tier,latency_ms,egress_cost_per_gb
8984,240,0.75,0.83,0.56,0.57,2837,SSD,394.21,0.0309
5941,975,0.82,0.57,0.33,0.75,4799,NVMe,97.96,0.0306
7789,922,0.78,0.85,0.3,0.64,4706,HDD,97.37,0.035
7018,502,0.88,0.42,0.95,0.89,2867,SSD,209.15,0.0342
6326,498,0.23,0.88,0.52,0.61,375,NVMe,153.49,0.0258
3957,450,0.14,0.59,0.88,0.82,1753,HDD,133.85,0.036
9420,958,0.76,0.52,0.56,0.41,4402,HDD,134.39,0.038
9716,840,0.17,0.4,0.54,0.36,2693,SSD,158.43,0.0299
9631,989,0.45,0.41,0.69,0.78,222,NVMe,158.69,0.031
7824,307,0.44,0.75,0.2,0.79,3828,NVMe,281.7,0.028
1522,677,0.42,0.72,0.64,0.32,1894,HDD,46.94,0.0352
3077,462,0.56,0.86,0.27,0.87,4707,SSD,91.85,0.0294
7518,690,0.6,0.6,0.93,0.46,4180,HDD,152.99,0.0368
2237,591,0.21,0.47,0.4,0.9,2548,NVMe,76.92,0.0286
9473,649,0.18,0.73,0.25,0.7,2233,NVMe,172.94,0.0268
8277,871,0.19,0.81,0.65,0.38,473,SSD,120.82,0.0272
8511,718,0.56,0.5,0.44,0.91,4416,NVMe,163.03,0.0308
2476,767,0.59,0.82,0.58,0.56,642,NVMe,59.14,0.0258
6229,825,0.42,0.81,0.21,0.51,4381,NVMe,103.9,0.0279
5803,184,0.76,0.46,0.9,0.46,3203,SSD,369.49,0.0337
5657,383,0.53,0.51,0.63,0.47,3403,NVMe,192.28,0.0296
8686,844,0.39,0.48,0.3,0.49,4830,NVMe,146.94,0.031
8003,390,0.93,0.69,0.82,0.78,1703,SSD,252.19,0.0338
4775,747,0.61,0.55,0.61,0.45,3058,SSD,100.76,0.0309
2654,940,0.74,0.55,0.56,0.95,3534,HDD,77.25,0.0389
4498,338,0.36,0.66,0.52,0.37,2860,SSD,166.26,0.0301
4479,380,0.92,0.64,0.4,0.58,3167,NVMe,153.14,0.033
2589,862,0.47,0.76,0.75,0.63,2762,SSD,62.93,0.0282
6479,652,0.53,0.61,0.71,0.6,1710,SSD,143.93,0.0317
8251,650,0.4,0.61,0.25,0.7,4222,SSD,166.27,0.0293
6252,654,0.37,0.86,0.64,0.61,249,SSD,118.86,0.0278
2986,810,0.88,0.75,0.68,0.59,4534,NVMe,73.37,0.0309
9489,213,0.49,0.95,0.44,0.35,1448,HDD,452.44,0.0331
243,970,0.5,0.66,0.5,0.73,1139,NVMe,40.02,0.0301
4347,395,0.74,0.64,0.3,0.76,3980,HDD,156.13,0.0363
890,276,0.74,0.58,0.29,0.63,4379,HDD,66.54,0.0361
6707,306,0.87,0.78,0.32,0.6,2549,NVMe,258.05,0.0276
4809,111,0.63,0.8,0.83,0.31,2364,HDD,470.48,0.0364
9626,241,0.71,0.51,0.79,0.84,3852,SSD,457.36,0.0317
9991,365,0.76,0.83,0.87,0.81,3476,NVMe,305.22,0.028
8021,943,0.54,0.87,0.6,0.91,113,NVMe,123.09,0.028
8543,521,0.81,0.67,0.52,0.32,1437,HDD,194.66,0.0378
8868,791,0.9,0.47,0.92,0.4,4920,NVMe,167.61,0.0311
5747,699,0.86,0.73,0.42,0.45,2747,HDD,101.08,0.0371
3074,397,0.26,0.94,0.77,0.88,1300,NVMe,108.93,0.0249
2961,900,0.28,0.76,0.87,0.91,311,HDD,70.3,0.0328
4745,446,0.47,0.72,0.74,0.6,1113,HDD,148.0,0.0354
2000,166,0.81,0.92,0.3,0.42,531,HDD,142.61,0.0348
479,764,0.91,0.88,0.75,0.49,860,NVMe,30.97,0.0294
6040,498,0.95,0.82,0.78,0.83,1774,SSD,159.24,0.031
6373,926,0.72,0.91,0.39,0.62,2920,HDD,84.57,0.0361
7786,879,0.8,0.79,0.55,0.35,3930,NVMe,126.16,0.0283
9318,653,0.22,0.43,0.36,0.7,2091,NVMe,195.57,0.0287
5481,918,0.28,0.69,0.89,0.47,778,SSD,107.47,0.0294
9508,332,0.25,0.64,0.7,0.46,4996,SSD,319.46,0.0299
9619,503,0.81,0.9,0.69,0.43,3810,NVMe,214.81,0.0299
8929,433,0.91,0.9,0.71,0.53,640,NVMe,245.98,0.0292
4898,256,0.47,0.59,0.55,0.36,569,SSD,226.92,0.0319
1620,193,0.13,0.42,0.24,0.51,1030,NVMe,130.26,0.0292
5951,500,0.27,0.83,0.61,0.32,3723,SSD,145.83,0.0293
4676,753,0.77,0.86,0.25,0.83,791,HDD,88.64,0.0342
6764,191,0.88,0.44,0.46,0.72,784,HDD,401.3,0.0384
6913,60,0.87,0.85,0.58,0.75,3182,HDD,1180.15,0.0342
6517,829,0.79,0.5,0.32,0.91,4646,NVMe,128.83,0.0327
8516,216,0.56,0.81,0.76,0.76,4264,HDD,433.82,0.0334
3017,993,0.62,0.42,0.26,0.63,2208,SSD,70.67,0.0324
2529,369,0.37,0.66,0.92,0.45,4296,NVMe,115.57,0.0288
6975,321,0.43,0.57,0.86,0.78,4832,SSD,270.33,0.0318
3567,799,0.84,0.47,0.57,0.76,3032,HDD,102.7,0.0402
8557,865,0.34,0.44,0.49,0.95,662,SSD,153.92,0.0339
7515,499,0.38,0.44,0.66,0.53,3993,NVMe,203.09,0.0306
3124,429,0.19,0.54,0.39,0.68,4318,SSD,110.44,0.0319
5758,668,0.71,0.8,0.32,0.89,2648,HDD,110.05,0.0343
9652,499,0.89,0.58,0.2,0.91,1312,SSD,236.73,0.0342
529,959,0.54,0.68,0.3,0.91,131,HDD,38.88,0.0357
3199,770,0.31,0.84,0.94,0.68,1698,SSD,85.41,0.0285
5217,988,0.2,0.54,0.48,0.55,809,SSD,94.61,0.032
401,367,0.26,0.42,0.51,0.45,1826,HDD,56.12,0.0388
7169,361,0.8,0.5,0.32,0.91,2917,SSD,233.65,0.0328
4982,216,0.55,0.62,0.82,0.57,2621,HDD,276.66,0.0348
3405,577,0.8,0.93,0.89,0.35,1700,NVMe,88.31,0.0273
9836,486,0.57,0.87,0.56,0.36,2580,HDD,224.76,0.0328
9269,613,0.7,0.63,0.58,0.83,127,HDD,187.23,0.0366
6777,509,0.19,0.76,0.8,0.37,3438,SSD,164.49,0.03
159,712,0.23,0.57,0.5,0.83,783,HDD,39.05,0.0348
3616,855,0.29,0.56,0.59,0.36,1163,HDD,79.39,0.0372
5357,958,0.67,0.66,0.23,0.5,2169,HDD,90.79,0.0368
6362,802,0.85,0.79,0.25,0.46,4171,HDD,100.01,0.0379
4086,803,0.48,0.64,0.87,0.59,3818,HDD,92.81,0.0348
7596,917,0.82,0.49,0.74,0.33,2302,NVMe,129.79,0.0309
4915,812,0.2,0.72,0.68,0.6,658,NVMe,95.64,0.0252
9876,116,0.2,0.73,0.31,0.82,4942,NVMe,887.28,0.0277
7732,741,0.13,0.77,0.53,0.8,1713,SSD,134.85,0.0263
2848,630,0.45,0.65,0.54,0.57,1510,HDD,88.37,0.0361
2291,367,0.82,0.7,0.59,0.85,3171,HDD,101.03,0.0374
5476,256,0.74,0.92,0.25,0.3,181,SSD,229.72,0.0295
3262,797,0.62,0.9,0.7,0.78,4856,SSD,72.16,0.0299
2836,983,0.43,0.57,0.35,0.42,671,HDD,59.06,0.0367
3159,607,0.19,0.57,0.73,0.33,1173,SSD,96.17,0.0289
1648,253,0.14,0.54,0.34,0.59,3340,SSD,100.05,0.0288
7488,827,0.72,0.63,0.26,0.74,3489,HDD,123.46,0.0377
7965,995,0.68,0.49,0.29,0.34,2490,NVMe,110.71,0.0305
3232,516,0.67,0.61,0.61,0.65,4235,HDD,102.71,0.0362
2989,334,0.24,0.75,0.48,0.73,691,NVMe,116.51,0.0278
7700,891,0.94,0.42,0.47,0.36,3557,SSD,138.84,0.0341
1438,753,0.35,0.7,0.51,0.77,1222,SSD,59.73,0.0283
1089,145,0.5,0.56,0.5,0.59,981,NVMe,117.9,0.0314
5481,325,0.19,0.84,0.84,0.49,557,HDD,194.9,0.0339
298,192,0.35,0.89,0.21,0.47,3855,NVMe,33.91,0.0271
3024,929,0.39,0.69,0.3,0.7,4699,SSD,66.08,0.031
2355,377,0.87,0.64,0.34,0.37,4669,SSD,90.96,0.0341
9183,296,0.7,0.46,0.3,0.43,786,SSD,339.92,0.0337
9199,444,0.47,0.69,0.74,0.48,4903,NVMe,239.57,0.0284
4883,507,0.31,0.49,0.42,0.32,1404,SSD,130.0,0.0317
9681,418,0.84,0.82,0.82,0.74,3429,SSD,266.46,0.03
4822,441,0.47,0.82,0.82,0.38,737,NVMe,141.5,0.0257
7557,448,0.39,0.45,0.64,0.44,1895,NVMe,217.58,0.0289
1220,971,0.22,0.71,0.24,0.32,4239,SSD,30.33,0.0285
4929,867,0.6,0.65,0.39,0.66,2448,NVMe,89.66,0.0314
2977,718,0.19,0.69,0.31,0.7,1001,SSD,81.35,0.0291
6725,758,0.23,0.95,0.57,0.6,3829,SSD,111.63,0.0262
6318,93,0.56,0.69,0.38,0.41,369,NVMe,709.22,0.028
3449,408,0.78,0.64,0.58,0.42,3241,NVMe,118.03,0.0314
7202,383,0.14,0.45,0.46,0.88,1216,HDD,240.35,0.0378
2288,180,0.61,0.9,0.38,0.7,4475,NVMe,146.58,0.0268
3715,155,0.85,0.95,0.83,0.52,3840,SSD,268.51,0.0301
8672,375,0.35,0.78,0.77,0.71,3883,HDD,257.73,0.032
1562,850,0.75,0.91,0.5,0.49,1836,HDD,39.25,0.0366
2818,169,0.54,0.53,0.63,0.5,828,HDD,198.18,0.0374
6438,919,0.56,0.52,0.87,0.45,942,HDD,125.13,0.0362
6561,451,0.22,0.44,0.61,0.79,4326,NVMe,194.74,0.0306
5861,938,0.59,0.49,0.37,0.38,1165,NVMe,98.45,0.0304
2453,830,0.53,0.78,0.52,0.83,2557,SSD,66.43,0.0309
697,648,0.7,0.79,0.52,0.71,986,HDD,41.95,0.0365
9801,644,0.24,0.5,0.66,0.9,713,HDD,198.05,0.0373
4625,85,0.77,0.83,0.75,0.53,2532,HDD,571.16,0.0352
9297,646,0.87,0.65,0.61,0.8,4701,HDD,185.35,0.0361
3638,160,0.46,0.65,0.67,0.83,1346,HDD,267.87,0.0364
9748,783,0.94,0.63,0.93,0.69,3348,HDD,173.43,0.0395
6747,336,0.11,0.66,0.9,0.65,3753,SSD,242.6,0.0291
8859,526,0.53,0.63,0.75,0.39,4766,NVMe,206.62,0.0306
8414,896,0.66,0.84,0.66,0.8,2953,SSD,135.09,0.0306
7663,539,0.87,0.73,0.34,0.83,400,SSD,173.13,0.0327
5469,946,0.71,0.63,0.38,0.9,4237,NVMe,99.7,0.0283
8436,367,0.29,0.76,0.78,0.45,1362,SSD,264.81,0.0297
8502,289,0.18,0.41,0.35,0.37,2604,SSD,339.58,0.0333
9726,843,0.34,0.55,0.28,0.55,2721,SSD,153.9,0.0332
1558,614,0.23,0.89,0.73,0.51,3648,SSD,58.65,0.0286
1737,266,0.64,0.71,0.65,0.62,300,HDD,99.24,0.0377
6618,556,0.74,0.46,0.65,0.53,538,NVMe,161.66,0.0314
9339,92,0.93,0.48,0.8,0.35,1614,HDD,1060.54,0.0417
819,554,0.67,0.63,0.64,0.51,263,SSD,56.58,0.0329
1611,471,0.84,0.93,0.25,0.35,3266,SSD,47.5,0.0304
706,907,0.54,0.55,0.93,0.87,2918,HDD,67.97,0.0357
9382,618,0.73,0.77,0.52,0.71,2532,SSD,181.57,0.0315
3261,637,0.34,0.59,0.64,0.91,3222,HDD,92.68,0.036
154,266,0.33,0.66,0.45,0.75,569,NVMe,42.31,0.0277
7579,217,0.48,0.64,0.86,0.35,1182,HDD,386.04,0.036
167,420,0.62,0.76,0.57,0.57,227,HDD,41.84,0.0342
4745,635,0.93,0.57,0.5,0.94,3257,NVMe,120.24,0.0338
9583,238,0.45,0.74,0.26,0.45,3958,NVMe,422.67,0.0275
6967,189,0.86,0.59,0.41,0.75,3458,HDD,415.99,0.0366
6152,533,0.21,0.85,0.28,0.94,3247,SSD,140.13,0.0258
7357,340,0.66,0.45,0.79,0.59,2904,NVMe,270.75,0.0337
9602,199,0.77,0.81,0.95,0.84,995,NVMe,530.13,0.0301
1990,711,0.4,0.8,0.84,0.5,975,SSD,61.11,0.0292
2240,413,0.88,0.85,0.83,0.7,2966,HDD,93.98,0.0351
4283,395,0.68,0.47,0.87,0.41,2154,NVMe,159.37,0.0311
5631,237,0.45,0.45,0.8,0.43,3414,NVMe,296.76,0.0326
1835,279,0.67,0.85,0.45,0.83,560,HDD,97.18,0.0349
8795,207,0.16,0.81,0.65,0.65,383,HDD,453.08,0.0335
4371,415,0.26,0.66,0.87,0.81,1002,NVMe,147.81,0.0268
2058,358,0.34,0.43,0.71,0.42,2824,SSD,106.37,0.0331
1956,535,0.59,0.43,0.75,0.58,4108,SSD,78.77,0.0356
104,257,0.32,0.85,0.48,0.92,1735,HDD,36.41,0.033
5169,798,0.89,0.86,0.42,0.58,1256,HDD,88.63,0.0378
9768,776,0.57,0.85,0.38,0.86,399,HDD,148.81,0.0329
2518,712,0.93,0.71,0.55,0.73,2630,SSD,62.0,0.0344
6598,527,0.58,0.8,0.25,0.41,2199,NVMe,147.75,0.0264
4433,344,0.85,0.95,0.36,0.8,2491,SSD,142.86,0.0298
2539,293,0.83,0.75,0.4,0.76,1542,NVMe,114.81,0.029
4292,400,0.19,0.56,0.6,0.35,1332,HDD,135.98,0.0356
1680,370,0.56,0.56,0.43,0.62,3664,SSD,83.65,0.0318
6551,868,0.86,0.6,0.74,0.59,3677,HDD,116.97,0.0381
4855,353,0.8,0.82,0.93,0.85,3083,NVMe,170.35,0.0298
4345,887,0.2,0.65,0.55,0.48,1061,SSD,84.38,0.0293
7454,782,0.62,0.83,0.25,0.38,2271,HDD,114.69,0.0356
425,469,0.87,0.87,0.94,0.76,4136,SSD,58.14,0.0316
709,245,0.77,0.59,0.73,0.41,3502,SSD,71.16,0.033
1093,154,0.21,0.58,0.63,0.37,3333,HDD,117.94,0.0337
9018,342,0.67,0.56,0.6,0.83,600,SSD,303.66,0.0322
627,128,0.69,0.83,0.86,0.49,2754,NVMe,78.1,0.0291
2153,220,0.32,0.51,0.89,0.62,4288,SSD,156.43,0.0302
581,206,0.1,0.65,0.85,0.68,4646,SSD,75.01,0.0302
319,746,0.42,0.8,0.27,0.78,2782,HDD,30.22,0.0348
264,960,0.65,0.54,0.9,0.52,4472,HDD,56.24,0.0371
768,496,0.78,0.76,0.24,0.72,3671,SSD,44.44,0.0306
8144,613,0.2,0.57,0.79,0.71,1513,NVMe,186.65,0.0289
4296,492,0.38,0.76,0.53,0.45,2789,SSD,118.61,0.0296
7671,302,0.76,0.91,0.54,0.42,135,HDD,279.46,0.0331
4935,741,0.23,0.93,0.89,0.34,3417,HDD,94.38,0.0302
1180,248,0.37,0.65,0.22,0.3,221,SSD,74.45,0.0314
5496,677,0.34,0.94,0.66,0.82,2990,NVMe,105.64,0.0239
7316,597,0.34,0.44,0.59,0.69,2940,HDD,175.25,0.0392
5288,209,0.94,0.93,0.43,0.86,2197,HDD,283.69,0.0363
3885,556,0.52,0.64,0.42,0.64,4931,HDD,107.05,0.0348
545,853,0.34,0.94,0.72,0.61,4692,SSD,36.42,0.028
8341,256,0.39,0.58,0.37,0.83,745,NVMe,356.49,0.0287
2926,417,0.32,0.41,0.62,0.34,2042,SSD,114.68,0.0341
7361,243,0.7,0.86,0.4,0.79,993,SSD,328.7,0.0302
5089,399,0.32,0.76,0.82,0.58,680,HDD,156.73,0.0341
8544,393,0.65,0.88,0.22,0.6,3580,HDD,236.83,0.034
5288,873,0.53,0.81,0.53,0.66,4594,SSD,89.19,0.029
5857,583,0.83,0.95,0.94,0.7,2995,SSD,135.53,0.0278
6766,86,0.89,0.92,0.35,0.32,265,HDD,797.47,0.0355
104,207,0.46,0.69,0.82,0.43,2981,SSD,42.69,0.0294
2845,865,0.67,0.88,0.78,0.65,3851,SSD,56.68,0.0297
3490,849,0.41,0.88,0.63,0.64,1121,SSD,70.73,0.0271
559,875,0.56,0.64,0.27,0.6,3850,SSD,44.5,0.0302
4571,74,0.46,0.44,0.7,0.52,4899,NVMe,672.74,0.0296
6803,713,0.25,0.89,0.5,0.59,1843,NVMe,127.34,0.0238
3891,832,0.45,0.95,0.32,0.68,2574,NVMe,65.32,0.0248
2453,790,0.16,0.48,0.35,0.82,631,NVMe,75.77,0.0274
6827,741,0.52,0.6,0.54,0.91,1812,SSD,141.78,0.0299
4582,791,0.81,0.73,0.68,0.31,1279,SSD,94.92,0.0317
5225,469,0.76,0.54,0.91,0.59,2038,HDD,162.1,0.0396
830,955,0.81,0.66,0.44,0.31,2938,NVMe,35.87,0.0318
9736,729,0.87,0.58,0.57,0.54,2933,HDD,170.55,0.037
1262,585,0.7,0.78,0.81,0.41,1186,NVMe,56.55,0.0302
5008,662,0.94,0.49,0.8,0.84,1055,SSD,128.85,0.0336
767,293,0.67,0.86,0.22,0.83,2120,SSD,45.95,0.0309
8618,589,0.27,0.42,0.6,0.43,2312,SSD,193.46,0.031
6460,75,0.36,0.46,0.77,0.36,964,NVMe,907.52,0.0299
7318,426,0.61,0.58,0.61,0.67,1204,NVMe,213.74,0.03
2112,472,0.85,0.73,0.46,0.8,2725,HDD,82.16,0.0357
2561,231,0.44,0.83,0.34,0.91,1244,HDD,132.91,0.0343
6318,387,0.14,0.56,0.23,0.33,1017,NVMe,197.59,0.0265
9687,711,0.65,0.58,0.4,0.68,2055,SSD,190.08,0.0331
6433,506,0.95,0.58,0.3,0.9,1527,HDD,169.02,0.039
9814,486,0.21,0.48,0.21,0.86,4899,NVMe,243.16,0.0299
8199,114,0.88,0.74,0.37,0.66,1930,NVMe,754.22,0.0314
3601,528,0.68,0.8,0.86,0.89,2923,SSD,120.9,0.03
3066,815,0.92,0.67,0.62,0.36,4500,SSD,74.74,0.034
5917,583,0.41,0.42,0.66,0.76,2206,NVMe,159.75,0.0303
1506,902,0.29,0.47,0.66,0.56,4367,NVMe,73.17,0.0278
4629,498,0.71,0.48,0.38,0.59,578,SSD,138.83,0.0354
7747,754,0.9,0.77,0.3,0.48,4954,HDD,126.95,0.0368
1080,65,0.35,0.59,0.82,0.4,2839,HDD,206.46,0.0352
7605,582,0.72,0.59,0.85,0.42,2954,HDD,183.42,0.0393
2865,186,0.11,0.43,0.44,0.85,4286,SSD,195.65,0.0318
658,341,0.59,0.77,0.77,0.71,4883,HDD,59.07,0.0335
5573,179,0.81,0.55,0.9,0.74,3658,HDD,359.3,0.0369
8266,919,0.64,0.49,0.75,0.65,4856,HDD,141.88,0.0363
9658,815,0.61,0.57,0.45,0.69,3936,NVMe,158.77,0.0288
9656,410,0.82,0.83,0.63,0.3,931,SSD,258.63,0.0319
3877,647,0.25,0.5,0.66,0.84,2364,NVMe,102.47,0.0291
3909,467,0.5,0.44,0.77,0.85,3799,NVMe,136.16,0.0307
6901,280,0.65,0.69,0.23,0.81,1802,NVMe,281.41,0.0312
5074,936,0.62,0.52,0.31,0.69,3408,SSD,95.74,0.0334
2549,705,0.34,0.61,0.9,0.67,562,HDD,80.55,0.0372
9845,507,0.22,0.69,0.72,0.7,2961,NVMe,225.61,0.027
2198,766,0.62,0.45,0.61,0.9,3293,SSD,77.56,0.0318
4996,87,0.62,0.76,0.48,0.78,3577,NVMe,609.14,0.0267
6375,904,0.21,0.87,0.62,0.75,2123,NVMe,107.55,0.0255
4859,124,0.56,0.47,0.72,0.72,315,HDD,445.61,0.0385
3034,254,0.83,0.69,0.89,0.63,3631,SSD,157.15,0.0306
687,804,0.6,0.69,0.3,0.34,3562,SSD,39.19,0.0323
3069,987,0.39,0.63,0.49,0.52,3156,SSD,68.67,0.0303
2854,168,0.54,0.92,0.63,0.31,2076,HDD,186.36,0.0353
8060,231,0.35,0.73,0.65,0.53,3040,HDD,390.23,0.0329
3070,467,0.5,0.93,0.62,0.35,4704,HDD,84.98,0.0342
8875,871,0.58,0.67,0.79,0.86,4030,NVMe,147.39,0.0299
7241,80,0.44,0.72,0.81,0.73,1902,HDD,941.17,0.0361
6087,133,0.65,0.83,0.85,0.92,1346,SSD,503.1,0.0313
352,869,0.37,0.42,0.87,0.43,3296,SSD,58.62,0.0334
1406,987,0.65,0.83,0.74,0.83,3055,HDD,53.1,0.0334
305,94,0.63,0.59,0.86,0.39,1452,HDD,77.41,0.039
8701,192,0.48,0.73,0.7,0.61,4341,SSD,483.39,0.0298
6065,951,0.43,0.82,0.56,0.44,403,HDD,98.52,0.0324
4079,114,0.82,0.93,0.47,0.5,3981,NVMe,371.22,0.0282
4365,469,0.95,0.68,0.86,0.33,718,NVMe,128.4,0.0302
9796,209,0.9,0.8,0.83,0.92,2915,NVMe,501.22,0.0305
2535,181,0.48,0.44,0.36,0.52,446,HDD,179.24,0.0374
9440,511,0.51,0.91,0.51,0.35,3009,HDD,201.14,0.0345
4999,647,0.41,0.47,0.72,0.46,1687,HDD,116.91,0.0376
4362,347,0.57,0.51,0.33,0.41,4926,NVMe,163.53,0.0302
1445,288,0.27,0.88,0.79,0.78,4078,NVMe,85.32,0.0252
3315,188,0.91,0.55,0.5,0.95,1906,NVMe,219.3,0.0318
1295,204,0.18,0.79,0.37,0.4,263,HDD,90.79,0.0322
5760,941,0.76,0.75,0.81,0.75,3198,HDD,99.13,0.0358
4050,593,0.88,0.63,0.82,0.44,3722,NVMe,105.34,0.0298
8354,287,0.15,0.52,0.65,0.82,3711,NVMe,336.59,0.0283
5330,809,0.52,0.77,0.75,0.49,2496,HDD,94.7,0.0355
4338,332,0.46,0.69,0.24,0.35,2916,HDD,156.23,0.0342
6483,697,0.42,0.55,0.21,0.49,2250,SSD,123.49,0.0317
8070,999,0.8,0.81,0.71,0.93,1072,HDD,114.36,0.035
4751,751,0.91,0.47,0.42,0.86,1234,NVMe,112.16,0.0344
3974,266,0.44,0.81,0.66,0.68,4514,NVMe,184.45,0.0252
7714,215,0.17,0.82,0.24,0.9,987,SSD,382.94,0.0292
3055,612,0.67,0.72,0.34,0.9,1595,HDD,79.2,0.0349
2620,739,0.34,0.59,0.29,0.41,1539,NVMe,65.24,0.0307
9277,445,0.71,0.46,0.64,0.72,2556,NVMe,257.39,0.0302
269,974,0.37,0.57,0.6,0.74,3567,HDD,56.36,0.0361
4969,473,0.65,0.9,0.62,0.9,1213,SSD,131.29,0.0302
7041,683,0.59,0.46,0.85,0.84,3937,NVMe,162.69,0.033
9802,329,0.34,0.9,0.53,0.86,3157,SSD,321.77,0.0262
3132,406,0.38,0.52,0.68,0.69,3620,HDD,115.28,0.0347
1808,55,0.54,0.56,0.34,0.3,1138,HDD,356.36,0.0385
1003,482,0.25,0.58,0.37,0.58,3193,HDD,60.72,0.0338
9379,395,0.19,0.71,0.59,0.66,382,NVMe,271.86,0.0273
9073,444,0.27,0.95,0.73,0.77,2253,HDD,234.61,0.0314
7793,289,0.37,0.51,0.31,0.48,4954,HDD,299.35,0.0355
8937,858,0.51,0.52,0.79,0.83,643,NVMe,153.8,0.0306
7772,668,0.83,0.56,0.67,0.41,272,NVMe,149.61,0.0328
7533,151,0.26,0.9,0.3,0.73,3808,HDD,519.86,0.0312
2838,936,0.55,0.92,0.48,0.38,3148,HDD,47.53,0.0343
7910,326,0.23,0.55,0.86,0.76,3036,HDD,289.22,0.0337
731,117,0.75,0.73,0.3,0.71,3337,NVMe,87.9,0.0312
4549,383,0.27,0.92,0.8,0.55,4388,NVMe,150.25,0.0262
7051,428,0.5,0.84,0.91,0.77,4043,HDD,206.21,0.0357
7897,844,0.68,0.49,0.22,0.36,1024,NVMe,120.94,0.0304
3404,179,0.26,0.92,0.41,0.93,1494,NVMe,217.28,0.0235
3733,268,0.63,0.85,0.35,0.78,1104,NVMe,161.31,0.026
8558,379,0.38,0.45,0.37,0.49,4795,HDD,270.82,0.0379
986,385,0.89,0.92,0.46,0.62,554,NVMe,49.68,0.0275
3128,972,0.48,0.75,0.42,0.37,494,SSD,63.58,0.0315
6697,336,0.87,0.49,0.87,0.58,737,SSD,252.19,0.0355
8429,182,0.9,0.9,0.28,0.48,499,HDD,484.18,0.0348
6997,621,0.76,0.44,0.25,0.69,1028,SSD,154.45,0.0364
415,76,0.86,0.73,0.48,0.57,4904,NVMe,80.19,0.0309
9418,816,0.88,0.61,0.74,0.56,4098,NVMe,162.59,0.0329
1366,817,0.71,0.59,0.92,0.66,3110,NVMe,68.77,0.0314
7081,94,0.2,0.87,0.71,0.88,3746,HDD,789.54,0.0319
2494,900,0.78,0.73,0.55,0.82,1506,NVMe,56.3,0.0308
1932,82,0.68,0.67,0.49,0.59,4856,SSD,271.11,0.0332
1897,742,0.13,0.55,0.68,0.58,4664,HDD,75.5,0.036
9997,897,0.82,0.68,0.29,0.53,3870,HDD,150.38,0.0355
2327,117,0.35,0.92,0.78,0.75,1689,HDD,221.4,0.0317
5990,915,0.17,0.43,0.51,0.88,4719,SSD,120.46,0.03
1639,684,0.2,0.94,0.9,0.37,4426,SSD,52.61,0.0281
5298,991,0.56,0.55,0.23,0.37,846,HDD,79.19,0.0391
4980,578,0.15,0.55,0.44,0.86,4787,SSD,135.1,0.0316
9267,636,0.76,0.48,0.32,0.46,1240,HDD,181.01,0.0382
5455,788,0.43,0.83,0.5,0.95,4486,HDD,100.48,0.0348
7176,205,0.38,0.47,0.47,0.7,3510,SSD,401.58,0.0319
9078,322,0.17,0.42,0.89,0.78,4448,HDD,333.82,0.0368
782,134,0.7,0.64,0.32,0.82,2213,SSD,99.87,0.0336
3087,647,0.62,0.94,0.94,0.73,4719,NVMe,83.4,0.0253
7100,877,0.77,0.59,0.8,0.54,4840,HDD,122.21,0.0372
9278,813,0.47,0.42,0.33,0.63,2448,NVMe,156.92,0.0324
5067,217,0.17,0.75,0.92,0.38,551,HDD,270.97,0.0347
7048,264,0.36,0.64,0.38,0.31,4322,HDD,303.27,0.0349
9261,964,0.22,0.54,0.92,0.56,1249,SSD,144.82,0.032
4462,609,0.54,0.47,0.83,0.63,135,NVMe,119.63,0.0311
9920,991,0.69,0.62,0.78,0.39,2408,NVMe,142.63,0.0286
6470,965,0.85,0.65,0.25,0.71,3575,NVMe,99.51,0.0297
547,821,0.27,0.45,0.26,0.33,1762,NVMe,45.43,0.0287
2856,946,0.43,0.93,0.61,0.38,4607,SSD,49.5,0.0268
6531,153,0.62,0.82,0.88,0.81,3219,NVMe,462.16,0.0279
2588,564,0.7,0.79,0.38,0.33,1165,NVMe,65.78,0.028
6299,238,0.65,0.84,0.62,0.64,1263,HDD,293.21,0.0356
741,740,0.67,0.42,0.81,0.91,4258,NVMe,68.98,0.0338
1058,461,0.88,0.56,0.35,0.51,3471,NVMe,55.53,0.0335
7462,961,0.13,0.51,0.72,0.5,940,NVMe,122.51,0.0268
2351,669,0.77,0.85,0.41,0.86,4123,NVMe,54.04,0.0288
9776,884,0.83,0.93,0.6,0.8,3771,HDD,145.3,0.0333
858,53,0.68,0.76,0.83,0.5,3452,SSD,201.55,0.0313
4731,618,0.61,0.57,0.26,0.31,1949,NVMe,101.95,0.0317
5645,833,0.92,0.65,0.92,0.65,827,NVMe,108.44,0.0305
3556,229,0.23,0.66,0.38,0.72,4166,SSD,193.77,0.0286
6277,602,0.53,0.43,0.66,0.74,937,HDD,159.02,0.0402
2066,793,0.46,0.51,0.83,0.77,2178,HDD,81.02,0.0369
798,794,0.8,0.87,0.88,0.69,2747,NVMe,46.45,0.0302
6229,564,0.63,0.84,0.69,0.33,270,NVMe,132.06,0.0266
3657,615,0.94,0.48,0.48,0.77,4370,SSD,105.91,0.0357
4140,141,0.78,0.5,0.91,0.5,3397,SSD,350.23,0.0333
8350,952,0.38,0.88,0.65,0.92,1144,NVMe,124.25,0.0249
